Variant,variant_cp,Variant_ABC,Variant_Block,Norm,norm_cp,Norm_ABC,Norm_Block,Sources
𮲰,(U+2ECB0),Z,Other,㮿,(U+3BBF),C,CJK_Extension_A,unihan_simplified;unihan_traditional
𮲲,(U+2ECB2),Z,Other,櫦,(U+6AE6),Z,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𮲶,(U+2ECB6),Z,Other,㰄,(U+3C04),Z,CJK_Extension_A,unihan_simplified;unihan_traditional
𮲺,(U+2ECBA),Z,Other,𬅁,(U+2C141),Z,CJK_Extension_E,unihan_simplified;unihan_traditional
𮳃,(U+2ECC3),Z,Other,𣿭,(U+23FED),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮳄,(U+2ECC4),Z,Other,𲪼,(U+32ABC),Z,Other,unihan_simplified;unihan_traditional
𮳅,(U+2ECC5),Z,Other,𣵾,(U+23D7E),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮳆,(U+2ECC6),Z,Other,澕,(U+6F95),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𮳈,(U+2ECC8),Z,Other,𣼼,(U+23F3C),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮳍,(U+2ECCD),Z,Other,𤁐,(U+24050),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮳎,(U+2ECCE),Z,Other,𲪙,(U+32A99),Z,Other,unihan_simplified;unihan_traditional
𮳏,(U+2ECCF),Z,Other,瀗,(U+7017),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𮳖,(U+2ECD6),Z,Other,𤅊,(U+2414A),C,CJK_Extension_B,unihan_simplified;unihan_traditional
𮳗,(U+2ECD7),Z,Other,瀭,(U+702D),Z,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𮳠,(U+2ECE0),Z,Other,煈,(U+7148),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𮳢,(U+2ECE2),Z,Other,𤆼,(U+241BC),C,CJK_Extension_B,unihan_simplified;unihan_traditional
𮳧,(U+2ECE7),Z,Other,燆,(U+71C6),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𮳬,(U+2ECEC),Z,Other,𬊿,(U+2C2BF),Z,CJK_Extension_E,unihan_simplified;unihan_traditional
𮳯,(U+2ECEF),Z,Other,𤏩,(U+243E9),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮳱,(U+2ECF1),Z,Other,𤏳,(U+243F3),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮳴,(U+2ECF4),Z,Other,爗,(U+7217),Z,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𮳶,(U+2ECF6),Z,Other,𤑚,(U+2445A),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮳸,(U+2ECF8),Z,Other,𤒨,(U+244A8),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮳺,(U+2ECFA),Z,Other,𤚴,(U+246B4),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮴂,(U+2ED02),Z,Other,㼁,(U+3F01),Z,CJK_Extension_A,unihan_simplified;unihan_traditional
𮴅,(U+2ED05),Z,Other,𤦎,(U+2498E),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮴆,(U+2ED06),Z,Other,𤧑,(U+249D1),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮴇,(U+2ED07),Z,Other,𤪧,(U+24AA7),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮴊,(U+2ED0A),Z,Other,𭹰,(U+2DE70),Z,CJK_Extension_F,unihan_simplified;unihan_traditional
𮴌,(U+2ED0C),Z,Other,𬎟,(U+2C39F),Z,CJK_Extension_E,unihan_simplified;unihan_traditional
𮴏,(U+2ED0F),Z,Other,𤦩,(U+249A9),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮴑,(U+2ED11),Z,Other,𤥵,(U+24975),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮴒,(U+2ED12),Z,Other,𤧸,(U+249F8),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮴓,(U+2ED13),Z,Other,𤩝,(U+24A5D),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮴔,(U+2ED14),Z,Other,璍,(U+748D),Z,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𮴕,(U+2ED15),Z,Other,𲰍,(U+32C0D),Z,Other,unihan_simplified;unihan_traditional
𮴗,(U+2ED17),Z,Other,𤩊,(U+24A4A),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮴘,(U+2ED18),Z,Other,㼀,(U+3F00),Z,CJK_Extension_A,unihan_simplified;unihan_traditional
𮴚,(U+2ED1A),Z,Other,𪼑,(U+2AF11),Z,CJK_Extension_C,unihan_simplified;unihan_traditional
𮴠,(U+2ED20),Z,Other,𤫟,(U+24ADF),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮴥,(U+2ED25),Z,Other,𤩑,(U+24A51),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮴶,(U+2ED36),Z,Other,𤫎,(U+24ACE),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮴿,(U+2ED3F),Z,Other,鴫,(U+9D2B),Z,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𮵅,(U+2ED45),Z,Other,𥋟,(U+252DF),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮵆,(U+2ED46),Z,Other,𪾳,(U+2AFB3),Z,CJK_Extension_C,unihan_simplified;unihan_traditional
𮵊,(U+2ED4A),Z,Other,𥔬,(U+2552C),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮵙,(U+2ED59),Z,Other,𥚗,(U+25697),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮵚,(U+2ED5A),Z,Other,𱵭,(U+31D6D),Z,CJK_Extension_H,unihan_simplified;unihan_traditional
𮵠,(U+2ED60),Z,Other,稦,(U+7A26),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𮵭,(U+2ED6D),Z,Other,𬕜,(U+2C55C),Z,CJK_Extension_E,unihan_simplified;unihan_traditional
𮵮,(U+2ED6E),Z,Other,䉆,(U+4246),C,CJK_Extension_A,unihan_simplified;unihan_traditional
𮵱,(U+2ED71),Z,Other,箂,(U+7B82),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𮵿,(U+2ED7F),Z,Other,紁,(U+7D01),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𮶀,(U+2ED80),Z,Other,𬗈,(U+2C5C8),Z,CJK_Extension_E,unihan_simplified;unihan_traditional
𮶁,(U+2ED81),Z,Other,𥿑,(U+25FD1),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮶂,(U+2ED82),Z,Other,綘,(U+7D98),Z,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𮶅,(U+2ED85),Z,Other,𫃻,(U+2B0FB),Z,CJK_Extension_C,unihan_simplified;unihan_traditional
𮶔,(U+2ED94),Z,Other,𦝛,(U+2675B),C,CJK_Extension_B,unihan_simplified;unihan_traditional
𮶝,(U+2ED9D),Z,Other,䕏,(U+454F),Z,CJK_Extension_A,unihan_simplified;unihan_traditional
𮶞,(U+2ED9E),Z,Other,𦴧,(U+26D27),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮶩,(U+2EDA9),Z,Other,𧀀,(U+27000),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮶬,(U+2EDAC),Z,Other,𧂂,(U+27082),C,CJK_Extension_B,unihan_simplified;unihan_traditional
𮶳,(U+2EDB3),Z,Other,𬞼,(U+2C7BC),Z,CJK_Extension_E,unihan_simplified;unihan_traditional
𮶷,(U+2EDB7),Z,Other,𦿭,(U+26FED),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮷁,(U+2EDC1),Z,Other,𧜘,(U+27718),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮷄,(U+2EDC4),Z,Other,𧠳,(U+27833),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮷅,(U+2EDC5),Z,Other,諌,(U+8ACC),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𮷆,(U+2EDC6),Z,Other,𧦵,(U+279B5),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮷇,(U+2EDC7),Z,Other,𧭥,(U+27B65),C,CJK_Extension_B,unihan_simplified;unihan_traditional
𮷈,(U+2EDC8),Z,Other,䛴,(U+46F4),C,CJK_Extension_A,unihan_simplified;unihan_traditional
𮷉,(U+2EDC9),Z,Other,𧩎,(U+27A4E),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮷊,(U+2EDCA),Z,Other,譒,(U+8B52),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𮷖,(U+2EDD6),Z,Other,䡄,(U+4844),Z,CJK_Extension_A,unihan_simplified;unihan_traditional
𮷗,(U+2EDD7),Z,Other,軚,(U+8EDA),Z,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𮷙,(U+2EDD9),Z,Other,鿂,(U+9FC2),Z,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𮷝,(U+2EDDD),Z,Other,轁,(U+8F41),Z,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𮷥,(U+2EDE5),Z,Other,𨘀,(U+28600),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮷨,(U+2EDE8),Z,Other,𨟑,(U+287D1),C,CJK_Extension_B,unihan_simplified;unihan_traditional
𮷵,(U+2EDF5),Z,Other,𨥈,(U+28948),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮷶,(U+2EDF6),Z,Other,𫓔,(U+2B4D4),Z,CJK_Extension_C,unihan_simplified;unihan_traditional
𮷸,(U+2EDF8),Z,Other,鈨,(U+9228),Z,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𮷹,(U+2EDF9),Z,Other,𨥕,(U+28955),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮷺,(U+2EDFA),Z,Other,𫒋,(U+2B48B),Z,CJK_Extension_C,unihan_simplified;unihan_traditional
𮷻,(U+2EDFB),Z,Other,𩗩,(U+295E9),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮷼,(U+2EDFC),Z,Other,𳅰,(U+33170),Z,Other,unihan_simplified;unihan_traditional
𮷽,(U+2EDFD),Z,Other,𨥤,(U+28964),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮷿,(U+2EDFF),Z,Other,𨥮,(U+2896E),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮸂,(U+2EE02),Z,Other,𬫉,(U+2CAC9),Z,CJK_Extension_E,unihan_simplified;unihan_traditional
𮸃,(U+2EE03),Z,Other,𨥭,(U+2896D),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮸄,(U+2EE04),Z,Other,𬫍,(U+2CACD),Z,CJK_Extension_E,unihan_simplified;unihan_traditional
𮸅,(U+2EE05),Z,Other,𨦍,(U+2898D),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮸆,(U+2EE06),Z,Other,𨯙,(U+28BD9),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮸈,(U+2EE08),Z,Other,鍕,(U+9355),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𮸉,(U+2EE09),Z,Other,𨫋,(U+28ACB),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮸊,(U+2EE0A),Z,Other,鋓,(U+92D3),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𮸋,(U+2EE0B),Z,Other,𫒟,(U+2B49F),Z,CJK_Extension_C,unihan_simplified;unihan_traditional
𮸌,(U+2EE0C),Z,Other,䤭,(U+492D),C,CJK_Extension_A,unihan_simplified;unihan_traditional
𮸏,(U+2EE0F),Z,Other,鋑,(U+92D1),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𮸐,(U+2EE10),Z,Other,錺,(U+933A),Z,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𮸑,(U+2EE11),Z,Other,𮢅,(U+2E885),Z,CJK_Extension_F,unihan_simplified;unihan_traditional
𮸒,(U+2EE12),Z,Other,𮢆,(U+2E886),Z,CJK_Extension_F,unihan_simplified;unihan_traditional
𮸔,(U+2EE14),Z,Other,𨩃,(U+28A43),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮸕,(U+2EE15),Z,Other,鍢,(U+9362),Z,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𮸘,(U+2EE18),Z,Other,𨩎,(U+28A4E),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮸙,(U+2EE19),Z,Other,𨪦,(U+28AA6),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮸚,(U+2EE1A),Z,Other,𨪜,(U+28A9C),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮸝,(U+2EE1D),Z,Other,𨯗,(U+28BD7),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮸞,(U+2EE1E),Z,Other,䥓,(U+4953),Z,CJK_Extension_A,unihan_simplified;unihan_traditional
𮸟,(U+2EE1F),Z,Other,鏛,(U+93DB),Z,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𮸠,(U+2EE20),Z,Other,鑧,(U+9467),Z,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𮸣,(U+2EE23),Z,Other,𨯂,(U+28BC2),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮸥,(U+2EE25),Z,Other,䦖,(U+4996),C,CJK_Extension_A,unihan_simplified;unihan_traditional
𮸦,(U+2EE26),Z,Other,䦣,(U+49A3),C,CJK_Extension_A,unihan_simplified;unihan_traditional
𮸧,(U+2EE27),Z,Other,𳈆,(U+33206),Z,Other,unihan_simplified;unihan_traditional
𮸮,(U+2EE2E),Z,Other,䩤,(U+4A64),C,CJK_Extension_A,unihan_simplified;unihan_traditional
𮸶,(U+2EE36),Z,Other,𩔐,(U+29510),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮸷,(U+2EE37),Z,Other,𩐳,(U+29433),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮸻,(U+2EE3B),Z,Other,𩗺,(U+295FA),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮸼,(U+2EE3C),Z,Other,飊,(U+98CA),Z,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𮸽,(U+2EE3D),Z,Other,飝,(U+98DD),Z,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𮹀,(U+2EE40),Z,Other,馪,(U+99AA),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𮹂,(U+2EE42),Z,Other,騛,(U+9A1B),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𮹄,(U+2EE44),Z,Other,𩢀,(U+29880),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮹅,(U+2EE45),Z,Other,𩢖,(U+29896),C,CJK_Extension_B,unihan_simplified;unihan_traditional
𮹉,(U+2EE49),Z,Other,𫘋,(U+2B60B),Z,CJK_Extension_C,unihan_simplified;unihan_traditional
𮹋,(U+2EE4B),Z,Other,騆,(U+9A06),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𮹌,(U+2EE4C),Z,Other,𩥈,(U+29948),C,CJK_Extension_B,unihan_simplified;unihan_traditional
𮹓,(U+2EE53),Z,Other,𩵳,(U+29D73),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𮹕,(U+2EE55),Z,Other,𬷈,(U+2CDC8),Z,CJK_Extension_E,unihan_simplified;unihan_traditional
𮹗,(U+2EE57),Z,Other,䳥,(U+4CE5),Z,CJK_Extension_A,unihan_simplified;unihan_traditional
𮹙,(U+2EE59),Z,Other,䳽,(U+4CFD),Z,CJK_Extension_A,unihan_simplified;unihan_traditional
𮹜,(U+2EE5C),Z,Other,䴏,(U+4D0F),Z,CJK_Extension_A,unihan_simplified;unihan_traditional
𮹝,(U+2EE5D),Z,Other,龘,(U+9F98),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
割,(U+2F822),Z,Other,割,(U+5272),A,CJK_Unified_Ideographs,MOE;ctext;twedu
噴,(U+2F84F),Z,Other,噴,(U+5674),A,CJK_Unified_Ideographs,MOE;ctext;twedu
城,(U+2F852),Z,Other,城,(U+57CE),A,CJK_Unified_Ideographs,MOE;ctext;twedu
堍,(U+2F854),Z,Other,堍,(U+580D),C,CJK_Unified_Ideographs,MOE;ctext;twedu
沿,(U+2F8FC),Z,Other,沿,(U+6CBF),A,CJK_Unified_Ideographs,twedu
浩,(U+2F903),Z,Other,浩,(U+6D69),A,CJK_Unified_Ideographs,MOE;ctext;twedu
𣴞,(U+2F906),Z,Other,𣴞,(U+23D1E),C,CJK_Extension_B,ctext
䃣,(U+2F951),Z,Other,䃣,(U+40E3),Z,CJK_Extension_A,ctext
䈧,(U+2F964),Z,Other,䈧,(U+4227),C,CJK_Extension_A,MOE;ctext;twedu
𦓚,(U+2F97B),Z,Other,𦓚,(U+264DA),C,CJK_Extension_B,MOE;ctext;twedu
花,(U+2F993),Z,Other,花,(U+82B1),A,CJK_Unified_Ideographs,MOE;ctext;twedu
著,(U+2F99F),Z,Other,著,(U+8457),A,CJK_Unified_Ideographs,MOE;ctext;twedu
菌,(U+2F9A2),Z,Other,菌,(U+83CC),A,CJK_Unified_Ideographs,MOE;ctext;twedu
𧢮,(U+2F9CB),Z,Other,䚕,(U+4695),C,CJK_Extension_A,ctext
韠,(U+2F9FA),Z,Other,韠,(U+97E0),C,CJK_Unified_Ideographs,MOE;ctext
馧,(U+2FA05),Z,Other,馧,(U+99A7),C,CJK_Unified_Ideographs,ctext;twedu
䳭,(U+2FA0E),Z,Other,䳭,(U+4CED),Z,CJK_Extension_A,ctext
𪄅,(U+2FA12),Z,Other,𪄅,(U+2A105),C,CJK_Extension_B,ctext
𰀡,(U+30021),Z,CJK_Extension_G,臤,(U+81E4),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰀢,(U+30022),Z,CJK_Extension_G,𰯲,(U+30BF2),Z,CJK_Extension_G,unihan_simplified;unihan_traditional
𰁈,(U+30048),Z,CJK_Extension_G,𭨡,(U+2DA21),Z,CJK_Extension_F,unihan_simplified;unihan_traditional
𰁜,(U+3005C),Z,CJK_Extension_G,龻,(U+9FBB),Z,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰁸,(U+30078),Z,CJK_Extension_G,儅,(U+5105),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰁾,(U+3007E),Z,CJK_Extension_G,偩,(U+5069),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰂁,(U+30081),Z,CJK_Extension_G,𪝵,(U+2A775),Z,CJK_Extension_C,unihan_simplified;unihan_traditional
𰂃,(U+30083),Z,CJK_Extension_G,𠎅,(U+20385),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𰂋,(U+3008B),Z,CJK_Extension_G,僴,(U+50F4),Z,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰂎,(U+3008E),Z,CJK_Extension_G,僩,(U+50E9),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰂏,(U+3008F),Z,CJK_Extension_G,儥,(U+5125),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰂗,(U+30097),Z,CJK_Extension_G,僀,(U+50C0),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰂜,(U+3009C),Z,CJK_Extension_G,僓,(U+50D3),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰂦,(U+300A6),Z,CJK_Extension_G,儢,(U+5122),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰂭,(U+300AD),Z,CJK_Extension_G,儩,(U+5129),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰂻,(U+300BB),Z,CJK_Extension_G,𠑇,(U+20447),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𰃆,(U+300C6),Z,CJK_Extension_G,儹,(U+5139),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰃮,(U+300EE),Z,CJK_Extension_G,𦥯,(U+2696F),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𰃳,(U+300F3),Z,CJK_Extension_G,𰃴,(U+300F4),Z,CJK_Extension_G,unihan_simplified;unihan_traditional
𰃶,(U+300F6),Z,CJK_Extension_G,𭂖,(U+2D096),Z,CJK_Extension_F,unihan_simplified;unihan_traditional
𰃷,(U+300F7),Z,CJK_Extension_G,凔,(U+51D4),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰃻,(U+300FB),Z,CJK_Extension_G,㓖,(U+34D6),C,CJK_Extension_A,unihan_simplified;unihan_traditional
𰃿,(U+300FF),Z,CJK_Extension_G,凟,(U+51DF),Z,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰄁,(U+30101),Z,CJK_Extension_G,𠗿,(U+205FF),C,CJK_Extension_B,unihan_simplified;unihan_traditional
𰄞,(U+3011E),Z,CJK_Extension_G,剸,(U+5278),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰄭,(U+3012D),Z,CJK_Extension_G,𠠫,(U+2082B),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𰅔,(U+30154),Z,CJK_Extension_G,勴,(U+52F4),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰅥,(U+30165),Z,CJK_Extension_G,匵,(U+5335),Z,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰅦,(U+30166),Z,CJK_Extension_G,匰,(U+5330),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰅻,(U+3017B),Z,CJK_Extension_G,𦾏,(U+26F8F),C,CJK_Extension_B,unihan_simplified;unihan_traditional
𰆕,(U+30195),Z,CJK_Extension_G,㕒,(U+3552),C,CJK_Extension_A,unihan_simplified;unihan_traditional
𰆙,(U+30199),Z,CJK_Extension_G,𠩬,(U+20A6C),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𰆚,(U+3019A),Z,CJK_Extension_G,厱,(U+53B1),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰇀,(U+301C0),Z,CJK_Extension_G,㕢,(U+3562),C,CJK_Extension_A,unihan_simplified;unihan_traditional
𰇊,(U+301CA),Z,CJK_Extension_G,𭉾,(U+2D27E),Z,CJK_Extension_F,unihan_simplified;unihan_traditional
𰇎,(U+301CE),Z,CJK_Extension_G,㖦,(U+35A6),C,CJK_Extension_A,unihan_simplified;unihan_traditional
𰇕,(U+301D5),Z,CJK_Extension_G,唊,(U+550A),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰇖,(U+301D6),Z,CJK_Extension_G,㗢,(U+35E2),C,CJK_Extension_A,unihan_simplified;unihan_traditional
𰇘,(U+301D8),Z,CJK_Extension_G,𠷌,(U+20DCC),C,CJK_Extension_B,unihan_simplified;unihan_traditional
𰇠,(U+301E0),Z,CJK_Extension_G,嗧,(U+55E7),Z,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰇡,(U+301E1),Z,CJK_Extension_G,𠶹,(U+20DB9),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𰇣,(U+301E3),Z,CJK_Extension_G,嚱,(U+56B1),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰇥,(U+301E5),Z,CJK_Extension_G,𫬱,(U+2BB31),Z,CJK_Extension_E,unihan_simplified;unihan_traditional
𰇲,(U+301F2),Z,CJK_Extension_G,嗿,(U+55FF),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰇼,(U+301FC),Z,CJK_Extension_G,嘇,(U+5607),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰈆,(U+30206),Z,CJK_Extension_G,囕,(U+56D5),Z,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰈇,(U+30207),Z,CJK_Extension_G,嚐,(U+5690),A,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰈊,(U+3020A),Z,CJK_Extension_G,嚸,(U+56B8),Z,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰈍,(U+3020D),Z,CJK_Extension_G,嚫,(U+56AB),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰈓,(U+30213),Z,CJK_Extension_G,嚂,(U+5682),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰈮,(U+3022E),Z,CJK_Extension_G,𡃈,(U+210C8),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𰈯,(U+3022F),Z,CJK_Extension_G,囐,(U+56D0),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰈶,(U+30236),Z,CJK_Extension_G,嚩,(U+56A9),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰉁,(U+30241),Z,CJK_Extension_G,㘖,(U+3616),C,CJK_Extension_A,unihan_simplified;unihan_traditional
𰉄,(U+30244),Z,CJK_Extension_G,囋,(U+56CB),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰉘,(U+30258),Z,CJK_Extension_G,㙔,(U+3654),Z,CJK_Extension_A,unihan_simplified;unihan_traditional
𰉙,(U+30259),Z,CJK_Extension_G,堈,(U+5808),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰉚,(U+3025A),Z,CJK_Extension_G,垷,(U+57B7),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰉣,(U+30263),Z,CJK_Extension_G,墿,(U+58BF),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰉥,(U+30265),Z,CJK_Extension_G,埉,(U+57C9),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰉩,(U+30269),Z,CJK_Extension_G,墧,(U+58A7),Z,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰉪,(U+3026A),Z,CJK_Extension_G,墷,(U+58B7),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰉱,(U+30271),Z,CJK_Extension_G,𡑯,(U+2146F),Z,CJK_Extension_B,unihan_simplified;unihan_traditional
𰉽,(U+3027D),Z,CJK_Extension_G,㙾,(U+367E),Z,CJK_Extension_A,unihan_simplified;unihan_traditional
𰊂,(U+30282),Z,CJK_Extension_G,墆,(U+5886),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰊅,(U+30285),Z,CJK_Extension_G,𡓦,(U+214E6),C,CJK_Extension_B,unihan_simplified;unihan_traditional
𰊈,(U+30288),Z,CJK_Extension_G,墏,(U+588F),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰊑,(U+30291),Z,CJK_Extension_G,壏,(U+58CF),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰊛,(U+3029B),Z,CJK_Extension_G,㙺,(U+367A),C,CJK_Extension_A,unihan_simplified;unihan_traditional
𰊟,(U+3029F),Z,CJK_Extension_G,㙢,(U+3662),C,CJK_Extension_A,unihan_simplified;unihan_traditional
𰊡,(U+302A1),Z,CJK_Extension_G,壛,(U+58DB),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰊢,(U+302A2),Z,CJK_Extension_G,壍,(U+58CD),Z,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰋖,(U+302D6),Z,CJK_Extension_G,𡗆,(U+215C6),C,CJK_Extension_B,unihan_simplified;unihan_traditional
𰋸,(U+302F8),Z,CJK_Extension_G,婸,(U+5A78),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
𰋹,(U+302F9),Z,CJK_Extension_G,嫥,(U+5AE5),B,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
