simp,simp_cp,trad,trad_cp,relation_type,simp_hits_norm,trad_hits_norm
霊,,靈,,,14,99676
眞,,真,,,14,449842
㬰,,臾,,,14,8120
庙,(U+5E99),廟,(U+5EDF),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,14,20858
雑,,雜,,,14,80058
増,,增,,,14,161147
𧴫,,得,,,13,1284953
惪,,德,,,13,410873
坟,(U+575F),墳,(U+58B3),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,13,3608
逥,,迴,,,13,67496
鼔,,鼓,,,13,34071
壷,,壺,,,13,3191
壊,,壞,,,13,103130
联,(U+8054),聯,(U+806F),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,13,6647
纉,,纘,,,13,1092
撡,,操,,,13,9186
亯,,享,,,12,8172
郞,,郎,,,12,40722
穷,(U+7A77),窮,(U+7AAE),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,12,58984
懔,(U+61D4),懍,(U+61CD),opencc_s2t;tw_simplified_to_traditional;unihan_simplified;unihan_traditional,12,461
凨,,風,,,12,175962
䀋,,鹽,,,12,9891
屡,(U+5C61),屢,(U+5C62),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,12,8555
廹,,迫,,,12,8409
皱,(U+76B1),皺,(U+76BA),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,12,1605
㛰,,婚,,,12,3318
鳯,,鳳,,,11,16539
庻,,庶,,,11,19451
栾,(U+683E),欒,(U+6B12),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,11,818
労,,勞,,,11,41846
椂,U+6902,椽,U+693D,,11,2359
粛,,肅,,,11,14402
籼,(U+7C7C),秈,(U+79C8),opencc_s2t;unihan_simplified;unihan_traditional,11,62
户,(U+6237),戶,(U+6236),opencc_s2t;tw_simplified_to_traditional;unihan_simplified;unihan_traditional,11,35624
愠,(U+6120),慍,(U+614D),opencc_s2t;unihan_simplified;unihan_traditional,11,1034
横,(U+6A2A),橫,(U+6A6B),opencc_s2t;tw_simplified_to_traditional;unihan_simplified;unihan_traditional,11,44497
籖,,籤,,,11,3909
弻,,弼,,,11,4249
撃,,擊,,,10,33550
邜,,卯,,,10,15043
䘚,,卒,,,10,37719
权,(U+6743),權,(U+6B0A),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,10,63975
緼,(U+7DFC),縕,(U+7E15),opencc_s2t,10,297
袄,(U+8884),襖,(U+8956),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,10,440
㑹,,會,,,10,237608
劳,(U+52B3),勞,(U+52DE),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,10,41846
凬,,風,,,10,175962
諌,,諫,,,10,17620
𣃁,(U+230C1),斸,(U+65B8),opencc_s2t;unihan_simplified;unihan_traditional,10,192
刘,(U+5218),劉,(U+5289),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,10,32103
犆,,特,,,10,63266
骵,,體,,,10,303923
旳,,的,,,10,434074
醖,(U+9196),醞,(U+919E),,9,448
赱,,走,,,9,33166
寻,(U+5BFB),尋,(U+5C0B),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,9,87820
庐,(U+5E90),廬,(U+5EEC),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,9,15028
㠯,,以,,,9,1752139
敎,,教,,,9,434852
蛱,(U+86F1),蛺,(U+86FA),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,9,240
醖,(U+9196),醞,(U+919E),opencc_s2t,9,448
楽,,樂,,,9,321828
瞩,(U+77A9),矚,(U+77DA),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,9,1896
爱,(U+7231),愛,(U+611B),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,9,149878
㫪,,春,,,9,64166
挟,(U+631F),挾,(U+633E),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,8,3752
滚,(U+6EDA),滾,(U+6EFE),opencc_s2t;tw_simplified_to_traditional;unihan_simplified;unihan_traditional,8,903
咊,,和,,,8,251128
㦯,,或,,,8,395307
仅,(U+4EC5),僅,(U+50C5),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,8,8981
洁,(U+6D01),潔,(U+6F54),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,8,14646
𡒄,(U+21484),壈,(U+58C8),opencc_s2t;unihan_simplified;unihan_traditional,8,52
𠻗,U-00020ED7,囄,U+56C4,,8,134
晩,,晚,,,8,20019
极,,極,,,8,131351
亲,(U+4EB2),親,(U+89AA),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,8,130623
蓚,U+84DA,蓨,U+84E8,,8,118
过,(U+8FC7),過,(U+904E),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,8,302083
获,,獲,,,8,59077
衅,(U+8845),釁,(U+91C1),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,8,1523
劎,,劍,,,8,17369
浜,,濱,,,7,1848
侠,(U+4FA0),俠,(U+4FE0),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,7,1626
样,(U+6837),樣,(U+6A23),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,7,27085
㩦,,攜,,,7,4114
殁,(U+6B81),歿,(U+6B7F),opencc_s2t;tw_simplified_to_traditional;unihan_simplified;unihan_traditional,7,3834
䙷,,得,,,7,1284953
册,(U+518C),冊,(U+518A),opencc_s2t;tw_simplified_to_traditional;unihan_simplified;unihan_traditional,7,12850
崋,,華,,,7,265227
亏,(U+4E8F),虧,(U+8667),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,7,7222
恋,(U+604B),戀,(U+6200),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,7,8725
逓,,遞,,,7,4801
忧,(U+5FE7),憂,(U+6182),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,7,52719
静,(U+9759),靜,(U+975C),opencc_s2t;unihan_simplified;unihan_traditional,7,113996
雧,,集,,,7,182588
丽,(U+4E3D),麗,(U+9E97),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,7,45577
戼,,卯,,,7,15043
扰,(U+6270),擾,(U+64FE),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,7,10746
㵼,,瀉,,,7,2650
𣥖,,此,,,6,1668584
㕜,,史,,,6,99502
伞,(U+4F1E),傘,(U+5098),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,6,2677
遥,(U+9065),遙,(U+9059),opencc_s2t;tw_simplified_to_traditional;unihan_simplified;unihan_traditional,6,20777
揺,,搖,,,6,15103
悦,(U+60A6),悅,(U+6085),opencc_s2t;tw_simplified_to_traditional;unihan_simplified;unihan_traditional,6,32367
𤦺,,琦,,,6,2906
宧,,宦,,,6,2908
縜,,絹,,,6,4059
庅,,麼,,,6,237131
姸,,妍,,,6,1835
脱,(U+8131),脫,(U+812B),opencc_s2t;tw_simplified_to_traditional;unihan_simplified;unihan_traditional,6,199990
杂,(U+6742),雜,(U+96DC),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,6,80058
辧,,辨,,,6,79413
錬,,鍊,,,6,5599
丄,,上,,,6,1008512
医,(U+533B),醫,(U+91AB),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,6,19481
閠,,閏,,,6,5905
屛,,屏,,,6,10438
昼,(U+663C),晝,(U+665D),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,6,23233
滦,(U+6EE6),灤,(U+7064),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,6,62
説,,說,,,6,1221424
隓,,墮,,,6,75863
肤,(U+80A4),膚,(U+819A),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,6,4337
竜,,龍,,,6,150700
坛,(U+575B),壇,(U+58C7),,6,26193
肮,(U+80AE),骯,(U+9AAF),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,6,73
篽,U+7BFD,籞,U+7C5E,,5,62
頽,(U+983D),頹,(U+9839),,5,3332
渗,(U+6E17),滲,(U+6EF2),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,5,1791
㕔,,廳,,,5,1727
𠖇,,冥,,,5,28584
𢹲,,捃,,,5,587
黒,,黑,,,5,36467
縂,,總,,,5,167134
祢,(U+7962),禰,(U+79B0),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,5,2741
忏,(U+5FCF),懺,(U+61FA),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,5,42267
㫁,,斷,,,5,311470
炖,(U+7096),燉,(U+71C9),opencc_s2t,5,1425
冨,,富,,,5,35298
吿,,告,,,5,104870
厢,(U+53A2),廂,(U+5EC2),opencc_s2t;tw_simplified_to_traditional;unihan_simplified;unihan_traditional,5,1472
燓,,焚,,,5,14705
䄂,,袖,,,5,6846
輼,(U+8F3C),轀,(U+8F40),opencc_s2t,5,151
峡,(U+5CE1),峽,(U+5CFD),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,5,1956
写,(U+5199),寫,(U+5BEB),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,5,25000
蝇,(U+8747),蠅,(U+8805),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,4,2108
𠅘,,亭,,,4,16403
嵘,(U+5D58),嶸,(U+5DB8),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,4,906
穂,,穗,,,4,707
㡳,,底,,,4,90328
誉,(U+8A89),譽,(U+8B7D),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,4,10692
㑴,,侵,,,4,13448
聨,,聯,,,4,6647
𦰏,(U+26C0F),蓧,(U+84E7),opencc_s2t,4,25
𦵏,,葬,,,4,11326
䏈,,聯,,,4,6647
书,(U+4E66),書,(U+66F8),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,4,218854
荣,(U+8363),榮,(U+69AE),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,4,21247
变,(U+53D8),變,(U+8B8A),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,4,135565
时,(U+65F6),時,(U+6642),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,4,945221
岁,(U+5C81),歲,(U+6B72),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,4,80686
邓,(U+9093),鄧,(U+9127),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,4,6184
庒,,莊,,,4,86784
𢧐,(U+229D0),戰,(U+6230),opencc_s2t;unihan_simplified;unihan_traditional,4,28914
徍,,往,,,4,161388
蒋,(U+848B),蔣,(U+8523),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,4,4589
丅,,下,,,4,829914
迳,(U+8FF3),逕,(U+9015),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,4,4309
㡡,U+3861,幮,U+5E6E,,4,23
媪,(U+5AAA),媼,(U+5ABC),opencc_s2t;tw_simplified_to_traditional;unihan_simplified;unihan_traditional,4,677
㬅,,曼,,,4,18674
搂,(U+6402),摟,(U+645F),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,4,379
𧝙,U-00027759,𮖺,U+2E5BA,,4,37
萦,(U+8426),縈,(U+7E08),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,4,1918
㢲,,巽,,,4,1074
槪,,概,,,3,5854
猎,(U+730E),獵,(U+7375),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,3,8034
远,(U+8FDC),遠,(U+9060),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,3,157311
俫,(U+4FEB),倈,(U+5008),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,3,46
髥,U+9AE5,髯,U+9AEF,,3,665
狭,(U+72ED),狹,(U+72F9),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,3,11726
㳫,,沓,,,3,2139
𡨴,,寧,,,3,55094
毶,(U+6BF6),𣯶,(U+23BF6),opencc_s2t;unihan_simplified;unihan_traditional,3,111
愼,,慎,,,3,13411
办,(U+529E),辦,(U+8FA6),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,3,24348
娄,(U+5A04),婁,(U+5A41),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,3,5560
㨻,,擊,,,3,33550
仹,U+4EF9,㒥,U+34A5,,3,42
𠇹,(U+201F9),俓,(U+4FD3),opencc_s2t;unihan_simplified;unihan_traditional,3,220
币,(U+5E01),幣,(U+5E63),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,3,1832
屿,(U+5C7F),嶼,(U+5DBC),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,3,1239
掲,,揭,,,3,9832
达,(U+8FBE),達,(U+9054),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,3,143000
彂,,發,,,3,273511
营,(U+8425),營,(U+71DF),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,3,20651
浊,(U+6D4A),濁,(U+6FC1),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,3,23752
䮦,,驕,,,3,3197
満,,滿,,,3,165463
阳,(U+9633),陽,(U+967D),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,3,103609
㫤,,昶,,,3,1382
业,(U+4E1A),業,(U+696D),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,3,337321
䛟,U+46DF,𧧵,(U+279F5),,3,0
𰇕,(U+301D5),唊,(U+550A),unihan_simplified;unihan_traditional,3,20
凮,,風,,,3,175962
𡐦,,墮,,,3,75863
㬜,,晉,,,3,49558
灭,(U+706D),滅,(U+6EC5),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,3,390124
橆,,無,,,2,3009412
释,(U+91CA),釋,(U+91CB),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,2,431112
顚,,顛,,,2,37161
𬂠,(U+2C0A0),橅,(U+6A45),unihan_simplified;unihan_traditional,2,18
倶,,具,,,2,313656
𦯠,U-00026BE0,薍,U+858D,,2,11
𪹳,(U+2AE73),爥,(U+7225),opencc_s2t;unihan_simplified;unihan_traditional,2,51
编,(U+7F16),編,(U+7DE8),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,2,51586
㸃,,點,,,2,55286
㳽,(U+3CFD),瀰,(U+7030),opencc_s2t;unihan_simplified;unihan_traditional,2,482
济,(U+6D4E),濟,(U+6FDF),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,2,69690
马,(U+9A6C),馬,(U+99AC),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,2,95259
𨼆,,隱,,,2,77664
𢎞,,弘,,,2,48199
𰎹,(U+303B9),巚,(U+5DDA),unihan_simplified;unihan_traditional,2,33
𭩚,(U+2DA5A),檥,(U+6AA5),unihan_simplified;unihan_traditional,2,26
涣,(U+6DA3),渙,(U+6E19),opencc_s2t;tw_simplified_to_traditional;unihan_simplified;unihan_traditional,2,1090
迩,(U+8FE9),邇,(U+9087),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,2,3426
麺,(U+9EBA),麪,(U+9EAA),opencc_s2t,2,169
𨅛,(U+2815B),䠱,(U+4831),opencc_s2t;unihan_simplified;unihan_traditional,2,67
僞,(U+50DE),偽,(U+507D),,2,25016
枟,U+679F,橒,U+6A52,,2,20
圹,(U+5739),壙,(U+58D9),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,2,648
栅,(U+6805),柵,(U+67F5),opencc_s2t;tw_simplified_to_traditional;unihan_simplified;unihan_traditional,2,1333
冄,U+5184,冉,U+5189,,2,2020
傫,U+50AB,儽,U+513D,,2,13
䜣,(U+4723),訢,(U+8A22),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,2,1039
緖,,緒,,,2,8047
㽔,,蕤,,,2,670
娱,(U+5A31),娛,(U+5A1B),opencc_s2t;tw_simplified_to_traditional;unihan_simplified;unihan_traditional,2,5472
伦,(U+4F26),倫,(U+502B),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,2,16352
婵,(U+5A75),嬋,(U+5B0B),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,2,111
旾,,春,,,2,64166
繍,,繡,,,2,4130
槜,U+69DC,檇,U+6A87,,2,411
岙,(U+5C99),嶴,(U+5DB4),unihan_simplified;unihan_traditional,2,91
𫪁,(U+2BA81),唻,(U+553B),unihan_simplified;unihan_traditional,2,56
驣,,騰,,,2,15010
蕰,(U+8570),薀,(U+8580),opencc_s2t;unihan_simplified;unihan_traditional,2,1713
挛,(U+631B),攣,(U+6523),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,2,630
䜛,,讒,,,2,2267
蛮,(U+86EE),蠻,(U+883B),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,2,5049
𥩟,(U+25A5F),竚,(U+7ADA),opencc_s2t,2,320
虮,(U+866E),蟣,(U+87E3),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,2,422
倂,,併,,,2,7192
弹,(U+5F39),彈,(U+5F48),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,2,13258
㹥,,狂,,,2,20993
惊,(U+60CA),驚,(U+9A5A),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,2,32284
䴡,,麗,,,2,45577
曵,,曳,,,2,7467
劝,(U+529D),勸,(U+52F8),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,2,56372
兑,(U+5151),兌,(U+514C),opencc_s2t;tw_simplified_to_traditional;unihan_simplified;unihan_traditional,2,1246
烮,,烈,,,2,11199
㦂,,常,,,2,401777
恼,(U+607C),惱,(U+60F1),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,2,166288
㒳,,兩,,,2,145665
莲,(U+83B2),蓮,(U+84EE),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,2,64555
渌,,淥,,,1,518
𰀡,(U+30021),臤,(U+81E4),unihan_simplified;unihan_traditional,1,29
猬,(U+732C),蝟,(U+875F),opencc_s2t;unihan_simplified;unihan_traditional,1,168
𬡒,(U+2C852),裌,(U+88CC),unihan_simplified;unihan_traditional,1,37
𠾖,,器,,,1,53664
𭩰,(U+2DA70),橃,(U+6A43),unihan_simplified;unihan_traditional,1,67
䂊,,豫,,,1,16406
㭎,(U+3B4E),棡,(U+68E1),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,1,14
环,(U+73AF),環,(U+74B0),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,1,12657
𦬼,U-00026B3C,薾,U+85BE,,1,58
𠦬,,垂,,,1,37713
𠲥,(U+20CA5),𡅏,(U+2114F),opencc_s2t;unihan_simplified;unihan_traditional,1,81
鰛,(U+9C1B),鰮,(U+9C2E),,1,0
𥐻,(U+2543B),碙,(U+7899),opencc_s2t;unihan_simplified;unihan_traditional,1,28
幂,(U+5E42),冪,(U+51AA),opencc_s2t;unihan_simplified;unihan_traditional,1,96
脑,(U+8111),腦,(U+8166),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,1,6758
閲,,閱,,,1,13076
様,,樣,,,1,27085
鲵,(U+9CB5),鯢,(U+9BE2),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,1,386
势,(U+52BF),勢,(U+52E2),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,1,39690
张,(U+5F20),張,(U+5F35),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,1,57744
劲,(U+52B2),勁,(U+52C1),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,1,1789
励,(U+52B1),勵,(U+52F5),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,1,7993
鲜,(U+9C9C),鮮,(U+9BAE),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,1,10644
归,(U+5F52),歸,(U+6B78),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,1,183226
絶,,絕,,,1,84243
丧,(U+4E27),喪,(U+55AA),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,1,24060
宻,,密,,,1,99233
疈,,副,,,1,9036
蛰,(U+86F0),蟄,(U+87C4),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,1,1100
迈,(U+8FC8),邁,(U+9081),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,1,4845
碱,(U+78B1),鹼,(U+9E7C),opencc_s2t,1,42
𭶪,U+2DDAA,爯,U+722F,,1,26
图,(U+56FE),圖,(U+5716),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,1,62803
阴,(U+9634),陰,(U+9670),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,1,93001
㷼,,燕,,,1,10365
逻,(U+903B),邏,(U+908F),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,1,6930
遗,(U+9057),遺,(U+907A),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,1,43426
夐,,敻,,,1,642
缷,,卸,,,1,1279
郑,(U+90D1),鄭,(U+912D),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,1,15034
㭜,,械,,,1,2090
馆,(U+9986),館,(U+9928),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,1,8743
处,(U+5904),處,(U+8655),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,1,623428
积,(U+79EF),積,(U+7A4D),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,1,48776
㦈,(U+3988),𢣏,(U+228CF),unihan_simplified;unihan_traditional,1,38
𱡘,U+31858,𢽟,U-00022F5F,,1,6
𣙥,(U+23665),㯼,(U+3BFC),unihan_simplified;unihan_traditional,1,6
𣙜,,榷,,,1,566
蝼,(U+877C),螻,(U+87BB),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,1,575
籁,(U+7C41),籟,(U+7C5F),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,1,1092
鎜,,盤,,,1,18405
屦,(U+5C66),屨,(U+5C68),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,1,914
銮,(U+92AE),鑾,(U+947E),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,1,1041
戻,,戾,,,1,3913
勭,,動,,,1,155398
缚,(U+7F1A),縛,(U+7E1B),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,1,54192
窝,(U+7A9D),窩,(U+7AA9),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,1,886
斎,,齋,,,1,35459
𠭏,,事,,,1,579059
𬇇,(U+2C1C7),㲲,(U+3CB2),unihan_simplified;unihan_traditional,1,3460
养,(U+517B),養,(U+990A),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,1,134950
宾,(U+5BBE),賓,(U+8CD3),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,1,26817
浃,(U+6D43),浹,(U+6D79),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,1,1021
灏,(U+704F),灝,(U+705D),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,1,287
𠀚,,不,,,1,3779371
钩,,鉤,,,1,8491
尙,,尚,,,1,196094
靑,,青,,,1,71168
鄼,,酇,,,1,320
尝,,嘗,,,1,33546
𣺫,U-00023EAB,滫,U+6EEB,,1,17
茧,(U+8327),繭,(U+7E6D),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,1,1046
敩,(U+6569),斆,(U+6586),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,1,289
㒷,,興,,,1,133380
㖨,U+35A8,喙,U+5599,,1,781
鄕,,鄉,,,1,22492
郷,,鄉,,,1,22492
殚,(U+6B9A),殫,(U+6BAB),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,1,1284
㨱,,搖,,,1,15103
𱁶,(U+31076),韆,(U+97C6),unihan_simplified;unihan_traditional,1,168
䟢,(U+47E2),躎,(U+8E8E),opencc_s2t;unihan_simplified;unihan_traditional,1,15
蕯,,薩,,,1,705856
枣,(U+67A3),棗,(U+68D7),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,1,2381
䙌,(U+464C),䙡,(U+4661),opencc_s2t;unihan_simplified;unihan_traditional,1,196
溁,(U+6E81),濚,(U+6FDA),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,1,14
蓠,(U+84E0),蘺,(U+863A),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,1,61
呑,,吞,,,1,12201
惮,(U+60EE),憚,(U+619A),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,1,4266
荚,(U+835A),莢,(U+83A2),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,1,319
𭏦,(U+2D3E6),壒,(U+58D2),unihan_simplified;unihan_traditional,1,88
渊,(U+6E0A),淵,(U+6DF5),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,1,13904
鼹,(U+9F39),鼴,(U+9F34),opencc_s2t;unihan_simplified;unihan_traditional,1,12
毵,(U+6BF5),毿,(U+6BFF),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,1,261
嘨,,嘯,,,1,3477
战,(U+6218),戰,(U+6230),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,1,28914
戬,(U+622C),戩,(U+6229),opencc_s2t;unihan_simplified;unihan_traditional,1,128
杀,(U+6740),殺,(U+6BBA),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,1,95160
呉,,吳,,,1,38338
