docclass,title,author,geo,geo_latitude,geo_longitude,docclass,doc_category_l1,doc_category_l2,doc_category_l3,time_dynasty,date_not_before,date_not_after,metadata/title.hanzi,metadata/title.hanyupinyin,metadata/Name,metadata/Name.Hanyupinyin,metadata/Function,metadata/styles.hao,metadata/CourtesyName.zi,metadata/PosthumousTitle.shi,metadata/AuthorDates,metadata/TotalJuan,metadata/Genre1,metadata/Genre2,metadata/Genre3,metadata/Place,metadata/GISCode,,metadata/Notes
DZ0084,上清瓊宮靈飛六甲左右上符,楊羲,句容,"31,9453","119,1717",,Shangqing,Canonical Shangqing Scriptures,,Eastern Jin,363,370,上清瓊宮靈飛六甲左右上符,Shangqing qionggong lingfei liujia zuoyou shangfu,楊羲,Yang Xi,,,羲和,,330-386,1,Shangqing,Canonical Shangqing Scriptures,,句容,PL000000011098,DZTK 174: This scripture is authenticated by a quotation in 1016 Zhengao 14.15a-16a,
DZ0085,太上洞真經洞章符,,,,,,Dongzhen Division,"Manuals, Anthologies, and Encyclopedias",Practices,Tang,618,907,太上洞真經洞章符,Taishang dongzhen jing dongzhang fu ,,,,,,,,1,Dongzhen Division,"Manuals, Anthologies, and Encyclopedias",Practices,,,,
DZ0086,太上祕法鎮宅靈符,,,,,,Other Popular Cults,Popular Rites,,Ming,1386,1644,太上祕法鎮宅靈符,Taishang bifa zhenzhai lingfu ,,,,,,,,1,Other Popular Cults,Popular Rites,,,,,
DZ0087,元始無量度人上品妙經四註,陳景元,,,,撰,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,1067,,元始無量度人上品妙經四註,Yuanshi wuliang duren shangpin miaojing sizhu,陳景元,Chen Jingyuan ,撰,碧虛、真靖,太初,,1025-1094,4,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,,,
DZ0088,元始無量度人上品妙經註,東海青元真人,,,,注,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,,,元始無量度人上品妙經註,Yuanshi wuliang duren shangpin miaojing zhu,東海青元真人,Donghai Qingyuan zhenren,注,,,,,3,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,,,
DZ0088,元始無量度人上品妙經註,清河老人,,,,,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,,,元始無量度人上品妙經註,Yuanshi wuliang duren shangpin miaojing zhu,清河老人,Qinghe laoren,,,,,,3,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,,,
DZ0088,元始無量度人上品妙經註,淨明道子郭罔鳳,,,,編、讚,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,,,元始無量度人上品妙經註,Yuanshi wuliang duren shangpin miaojing zhu,淨明道子郭罔鳳,Jingming daozi Guo Wangfeng,編、讚,,,,,3,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,,,
DZ0089,元始無量度人上品妙經通義,張宇初,,,,撰,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,,,元始無量度人上品妙經通義,Yuanshi wuliang duren shangpin miaojing tongyi,張宇初,Zhang Yuchu,撰,耆山,子璿,,1361-1410,4,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,,,
DZ0090,元始無量度人上品妙經內義,蕭應叟,,,,撰,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,1226,,元始無量度人上品妙經內義,Yuanshi wuliang duren shangpin miaojing neiyi,蕭應叟,Xiao Yingsou,撰,,,,,5,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,,,
DZ0091,太上洞玄靈寶無量度人上品妙經註解,陳致虛,,,,撰、序,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,1336,,太上洞玄靈寶無量度人上品妙經註解,Taishang dongxuan lingbao wuliang duren shangpin miaojing zhujie,陳致虛,Chen Zhixu,撰、序,上陽子,觀吾,,b.1290,3,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,,,
DZ0092,元始無量度人上品妙經註解,薛季昭,廬山,"29,568309","115,999139",撰,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,,,元始無量度人上品妙經註解,Yuanshi wuliang duren shangpin miaojing zhujie,薛季昭,Xue Jizhao,撰,顯翁,,,,3,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,廬山,PL000000018775,,
DZ0093,太上洞玄靈寶無量度人上品經法,陳春榮,,,,纂、注,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,Southern Song ,1127,1279,太上洞玄靈寶無量度人上品經法,Taishang dongxuan lingbao wuliang duren shangpin jingfa ,陳春榮,Chen Chunrong,纂、注,,,,,5,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,,,
DZ0094,洞玄靈寶度人經大梵隱語疏義,,,,,,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,,,洞玄靈寶度人經大梵隱語疏義,Dongxuan lingbao duren jing dafan yinyu shuyi,,,,,,,,1,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,,,
DZ0095,洞玄靈寶無量度人經訣音義,張萬福,,,,撰,Philosophy,Commentaries on Lingbao Scriptures,,,,,洞玄靈寶無量度人經訣音義,Dongxuan lingbao wuliang duren jingjue yinyi,張萬福,Zhang Wanfu ,撰,,,,fl. 711-713,1,Philosophy,Commentaries on Lingbao Scriptures,,,,,
DZ0096,真藏經要訣,,,,,,Lingbao,Scriptures,Short Doctrinal and Prophylactic Texts,Tang,618,907,真藏經要訣,Zhenzang jing yaojue,,,,,,,,1,Lingbao,Scriptures,Short Doctrinal and Prophylactic Texts,,,,
DZ0097,太上靈寶諸天內音自然玉字,葛巢甫,句容,"31,9453","119,1717",,Lingbao Canon,Canonical Lingbao Scriptures,,,395,405,太上靈寶諸天內音自然玉字,Taishang lingbao zhutian neiyin ziran yuzi ,葛巢甫,Ge Chaofu,,,,,402,4,Lingbao Canon,Canonical Lingbao Scriptures,,句容,PL000000011098,MSB Daterange,
DZ0098,諸天靈書度命妙經義疏,,,,,,2.A.2 Divination and Numerology,,,Tang,618,907,諸天靈書度命妙經義疏,Zhutian lingshu duming miaojing yishu,,,,,,,,1,2.A.2 Divination and Numerology,,,,,,
DZ0099,九天應元雷聲普化天尊玉樞寶經集註,徐道齡,,,,撰,Shenxiao Fa and Related Thunder Rites,,,,1333,,九天應元雷聲普化天尊玉樞寶經集註,Jiutian yingyuan leisheng puhua tianzun yushu baojing jizhu ,徐道齡,Xu Daoling,撰,玄陽子,,,,2,Shenxiao Fa and Related Thunder Rites,,,,,,
DZ0099,九天應元雷聲普化天尊玉樞寶經集註,張嗣成,,,,刊記,Shenxiao Fa and Related Thunder Rites,,,,,,九天應元雷聲普化天尊玉樞寶經集註,Jiutian yingyuan leisheng puhua tianzun yushu baojing jizhu ,張嗣成,Zhang Sicheng,刊記,太玄子,,,d. 1344,2,Shenxiao Fa and Related Thunder Rites,,,,,,
DZ0100,太上昇玄說消災護命妙經註,王玠,,,,撰,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,Yuan,1279,1368,太上昇玄說消災護命妙經註,Taishang shengxuan shuo xiaozai huming miaojing zhu,王玠,Wang Jie,撰,混然子,道淵,,fl.1331,1,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,,,
DZ0101,太上昇玄消災護命妙經註,李道純,,,,撰,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,,,太上昇玄消災護命妙經註,Taishang shengxuan xiaozai huming miaojing zhu,李道純,Li Daochun,撰,清菴、瑩蟾,元素,,fl.1288-1306,1,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,,,
DZ0102,元始天尊說太古經註,長荃子,,,,撰,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,Thirteenth century,1201,1300,元始天尊說太古經註,Yuanshi tianzun shuo taigu jing zhu,長荃子,"Master Fish Trap, Changquan zi",撰,,,,,1,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,,,
DZ0103,玉清無極總真文昌大洞仙經註,衛琪,蓬萊山，四川,,,撰、序,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,1309,,玉清無極總真文昌大洞仙經註,Yuqing wuji zongzhen Wenchang dadong xianjing zhu ,衛琪,Wei Qi,撰、序,中陽子,,,,10,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,蓬萊山，四川,,,
DZ0104,上清大洞真經玉訣音義,陳景元,,,,撰,Shangqing,Scriptures,,,,,上清大洞真經玉訣音義,Shangqing dadong zhenjing yujue yinyi,陳景元,Chen Jingyuan ,撰,碧虛、真靖,太初,,1025-1094,1,Shangqing,Scriptures,,,,,
DZ0105,太上大通經註,李道純,,,,注,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,,,太上大通經註,Taishang datong jingzhu,李道純,Li Daochun,注,清菴、瑩蟾,元素,,fl.1288-1306,1,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,,,
DZ0106,太上赤文洞古經註,長荃子,,,,注,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,Thirteenth century,1201,1300,太上赤文洞古經註,Taishang chiwen donggu jing zhu,長荃子,"Master Fish Trap, Changquan zi",注,,,,,1,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,,,
DZ0107,無上赤文洞古真經註,李道純,,,,注,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,,,無上赤文洞古真經註,Wushang chiwen donggu zhenjing zhu,李道純,Li Daochun,注,清菴、瑩蟾,元素,,fl.1288-1306,1,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,,,
DZ0108,黃帝陰符經集註,李荃,,,,撰,Philosophy,The Yinfu jing and Its Commentaries,,,,,黃帝陰符經集註,Huangdi yinfu jing jizhu,李荃,Li Quan,撰,達觀子,,,fl. 713-741,1,Philosophy,The Yinfu jing and Its Commentaries,,,,,
DZ0109,黃帝陰符經講義,夏元鼎,,,,撰,Philosophy,Commentaries on the Yinfu jing,,,1227,,黃帝陰符經講義,Huangdi yinfu jing jiangyi,夏元鼎,Xia Yuanding,撰,雲峰散人,宗瑀,,,4,Philosophy,Commentaries on the Yinfu jing,,,,,
DZ0110,黃帝陰符經疏,李荃,,,,撰,Philosophy,Commentaries on the Yinfu jing,,Eleventh century,1001,1100,黃帝陰符經疏,Huangdi yinfu jing shu,李荃,Li Quan,撰,達觀子,,,fl. 713-741,3,Philosophy,Commentaries on the Yinfu jing,,,,,
DZ0111,黃帝陰符經集解,曹希蘊,,,,纂,Philosophy,Commentaries on the Yinfu jing,,,,,黃帝陰符經集解,Huangdi yinfu jing jijie,曹希蘊,Cao Xiyun,纂,,道沖,,Eleventh century,3,Philosophy,Commentaries on the Yinfu jing,,,,,
DZ0112,黃帝陰符經註,張果,,,,撰,Philosophy,The Yinfu jing and Its Commentaries,,,,,黃帝陰符經註,Huangdi yinfu jing zhu,張果,Zhang Guo,撰,通玄子,,,d. ca. 742,1,Philosophy,The Yinfu jing and Its Commentaries,,,,,
DZ0113,黃帝陰符經解,蹇昌辰,,,,撰,Philosophy,Commentaries on the Yinfu jing,,,,,黃帝陰符經解,Huangdi yinfu jing jie,蹇昌辰,Jian Changchen,撰,寶寧大師,,,Eleventh century,1,Philosophy,Commentaries on the Yinfu jing,,,,,
DZ0114,黃帝陰符經註解,任照一,,,,撰,Philosophy,Commentaries on the Yinfu jing,,Northern Song,960,1127,黃帝陰符經註解,Huangdi yinfu jing zhujie,任照一,Ren Zhaoyi,撰,,,,,1,Philosophy,Commentaries on the Yinfu jing,,,,,
DZ0115,黃帝陰符經註,黃居真,,,,撰,Philosophy,Commentaries on the Yinfu jing,,Northern Song,960,1127,黃帝陰符經註,Huangdi yinfu jing zhu ,黃居真,Huang Juzhen,撰,虛靖大師,,,,1,Philosophy,Commentaries on the Yinfu jing,,,,,
DZ0116,黃帝陰符經註,沈亞夫,,,,撰,Philosophy,Commentaries on the Yinfu jing,,,,,黃帝陰符經註,Huangdi yinfu jing zhu ,沈亞夫,Shen Yafu,撰,,,,Eleventh or early twelfth century?,1,Philosophy,Commentaries on the Yinfu jing,,,,,
DZ0117,黃帝陰符經註,蔡氏,,,,撰,Philosophy,Commentaries on the Yinfu jing,,,,,黃帝陰符經註,Huangdi yinfu jing zhu ,蔡氏,Cai Shi,撰,,,,Twelfth century,1,Philosophy,Commentaries on the Yinfu jing,,,,,
DZ0118,黃帝陰符經解義,蕭真宰,,,,撰,Philosophy,Commentaries on the Yinfu jing,,,,,黃帝陰符經解義,Huangdi yinfu jing jieyi,蕭真宰,Xiao Zhenzai,撰,,,,Twelfth century,1,Philosophy,Commentaries on the Yinfu jing,,,,,
DZ0119,陰符經三皇玉訣,,,,,,Philosophy,Commentaries on the Yinfu jing,,Eleventh or twelfth century?,1001,1200,陰符經三皇玉訣,Yinfu jing sanhuang yujue ,,,,,,,,3,Philosophy,Commentaries on the Yinfu jing,,,,,
DZ0120,黃帝陰符經心法,胥元一,潼川,"31,0943",105096,撰,Philosophy,Commentaries on the Yinfu jing,,,,,黃帝陰符經心法,Huangdi yinfu jing xinfa ,胥元一,Xu Yuanyi,撰,六虛散人,,,fl. 1291,3,Philosophy,Commentaries on the Yinfu jing,,潼川,PL000000035484,,
DZ0121,黃帝陰符經註,唐淳,,,,撰,Philosophy,Commentaries on the Yinfu jing,,,,,黃帝陰符經註,Huangdi yinfu jing zhu ,唐淳,Tang Chun,撰,金陵道人,,,,2,Philosophy,Commentaries on the Yinfu jing,,,,,
DZ0122,黃帝陰符經註,劉處玄,,,,撰,Philosophy,Commentaries on the Yinfu jing,,,1191,,黃帝陰符經註,Huangdi yinfu jing zhu ,劉處玄,Liu Chuxuan,撰,長生,通妙,,1147-1203,1,Philosophy,Commentaries on the Yinfu jing,,,,,
DZ0123,黃帝陰符經註,侯善淵,,,,撰,Philosophy,Commentaries on the Yinfu jing,,Jurchen Jin,1115,1234,黃帝陰符經註,Huangdi yinfu jing zhu ,侯善淵,Hou Shanyuan,撰,太玄子,,,,1,Philosophy,Commentaries on the Yinfu jing,,,,,
DZ0124,黃帝陰符經註解,鄒訢（朱熹）pseudonym,崆峒,"25,751487","115,010668",撰,Philosophy,Commentaries on the Yinfu jing,,,1305,,黃帝陰符經註解,Huangdi yinfu jing zhujie,鄒訢（朱熹）pseudonym,Zou Xin (Zhu Xi),撰,,,,1130-1200,1,Philosophy,Commentaries on the Yinfu jing,,崆峒,PL000000019101,,
DZ0125,黃帝陰符經註,俞琰,,,,撰,Philosophy,Commentaries on the Yinfu jing,,,1348,,黃帝陰符經註,Huangdi yinfu jing zhu ,俞琰,Yu Yan,撰,全陽子、林屋山人、石洞道人,玉吾,,1258-1314,1,Philosophy,Commentaries on the Yinfu jing,,,,,
DZ0125,黃帝陰符經註,師餘,,,,序,Philosophy,Commentaries on the Yinfu jing,,,1348,,黃帝陰符經註,Huangdi yinfu jing zhu ,師餘,Shi Yu,序,,,,,1,Philosophy,Commentaries on the Yinfu jing,,,,,
DZ0126,黃帝陰符經夾頌解註,王玠,南昌,"28,6738","115,9064",撰,Philosophy,Commentaries on the Yinfu jing,,,,,黃帝陰符經夾頌解註,Huangdi yinfu jing jiasong jiezhu,王玠,Wang Jie,撰,混然子,道淵,,fl. 1331-1380,3,Philosophy,Commentaries on the Yinfu jing,,南昌,PL000000018617,,
DZ0127,黃帝陰符經集解,袁淑真,長沙,"28,1973","112,9867",撰,Philosophy,Commentaries on the Yinfu jing,,,,,黃帝陰符經集解,Huangdi yinfu jing jijie,袁淑真,Yuan Shuzhen,撰,,,,Eleventh century?,3,Philosophy,Commentaries on the Yinfu jing,,長沙,PL000000028660,,
DZ0128,太上求仙定錄尺素真訣玉文,,,,,,Shangqing,Rituals and Rules,,Six Dynasties,220,589,太上求仙定錄尺素真訣玉文,Taishang qiuxian dinglu chisu zhenjue yuwen,,,,,,,,1,Shangqing,Rituals and Rules,,,,"DZTK 209: A collection of sacred writs from a number of ancient scriptures of the Shangqing and Lingbao canons, unlikely a product of theTang",
DZ0129,太霄琅書瓊文帝章訣,,,,,,Shangqing,Canonical Shangqing Scriptures,,Six Dynasties,220,589,太霄琅書瓊文帝章訣,Taixiao langshu qiongwen dizhang jue ,,,,,,,,1,Shangqing,Canonical Shangqing Scriptures,,,,,
DZ0130,胎息經註,幻真先生,,,,注,Yangsheng,Respiratory Techniques,,,,,胎息經註,Taixi jing zhu,幻真先生,Huanzhen Xiansheng,注,,,,Late ninth century?,1,Yangsheng,Respiratory Techniques,,,,,
DZ0131,胎息祕要歌訣,,,,,,Yangsheng,Respiratory Techniques,,Tang,618,907,胎息祕要歌訣,Taixi biyao gejue,,,,,,,,1,Yangsheng,Respiratory Techniques,,,,,
DZ0132,太清真人絡命訣,,,,,,Yangsheng,-,,Third or fourth century,,,太清真人絡命訣,Taiqing zhenren luoming jue,,,,,,,,1,Yangsheng,-,,,,DZTK,
DZ0133,太上洞房內經注,,,,,,Shangqing,Other Early Shangqing Scriptures,,Six Dynasties,220,589,太上洞房內經注,Taishang dongfang neijing zhu,,,,,,,,1,Shangqing,Other Early Shangqing Scriptures,,,,,
DZ0134,陰真君還丹歌註,陳摶,,,,撰,Neidan and Yangsheng,Other Neidan Traditions,,Five Dynasties,907,960,陰真君還丹歌註,Yinzhen jun huandan gezhu ,陳摶,Chen Tuan,撰,扶搖、白雲先生、希夷先生,圖南,,871?-989,1,Neidan and Yangsheng,Other Neidan Traditions,,,,Poem Layer,
DZ0134,陰真君還丹歌註,陳摶,,,,撰,Neidan and Yangsheng,Other Neidan Traditions,,Early Song,960,1127,陰真君還丹歌註,Yinzhen jun huandan gezhu ,陳摶,Chen Tuan,撰,扶搖、白雲先生、希夷先生,圖南,,871?-989,1,Neidan and Yangsheng,Other Neidan Traditions,,,,Commentary Layer,
DZ0135,崔公入藥鏡註解,王玠,,,,撰,Neidan and Yangsheng,Other Neidan Traditions,,,,,崔公入藥鏡註解,Cuigong ruyao jing zhujie ,王玠,Wang Jie,撰,混然子,道淵,,fl. 1331-1380,1,Neidan and Yangsheng,Other Neidan Traditions,,,,,
DZ0136,呂純陽真人沁園春丹詞註解,呂喦,,,,撰,Neidan and Yangsheng,Other Neidan Traditions,,,,,呂純陽真人沁園春丹詞註解,Lü Chunyang zhenren Qinyuan chun danci zhujie,呂喦,Lü Yan,撰,純陽,洞賓,,,1,Neidan and Yangsheng,Other Neidan Traditions,,,,,
DZ0136,呂純陽真人沁園春丹詞註解,俞琰,,,,注,Neidan and Yangsheng,Other Neidan Traditions,,,,,呂純陽真人沁園春丹詞註解,Lü Chunyang zhenren Qinyuan chun danci zhujie,俞琰,Yu Yan,注,全陽子、林屋山人、石洞道人,玉吾,,1258-1314,1,Neidan and Yangsheng,Other Neidan Traditions,,,,,
DZ0137,青天歌註釋,王玠,,,,注,The Quanzhen Order,Individual Practice,,,,,青天歌註釋,Qingtian ge zhushi ,王玠,Wang Jie,注,混然子,道淵,,fl. 1331-1380,1,The Quanzhen Order,Individual Practice,,,,,
DZ0138,學仙辨真訣,,,,,,Alchemy,,,Northern Song ,960,1127,學仙辨真訣,Xuexian bianzhen jue ,,,,,,,,1,Alchemy,,,,,,
DZ0139,太上洞真凝神修行經訣,,,,,,Neidan and Yangsheng,The Wuzhen pian and the Southern School (Nanzong),,Late Song  or early Yuan  ,960-1279,or 1279-1368,太上洞真凝神修行經訣,Taishang dongzhen ningshen xiuxing jingjue,,,,,,,,1,Neidan and Yangsheng,The Wuzhen pian and the Southern School (Nanzong),,,,,
DZ0140,上清握中訣,陶弘景,,,,撰,Dongzhen Division,"Manuals, Anthologies, and Encyclopedias",Encyclopedias,,,,上清握中訣,Shangqing wozhong jue,陶弘景,Tao Hongjing,撰,華陽隱居,通明,貞白先生,456-536,3,Dongzhen Division,"Manuals, Anthologies, and Encyclopedias",Encyclopedias,,,,
DZ0141,紫陽真人悟真篇註疏,張伯端,,,,撰,Neidan and Yangsheng,The Wuzhen pian and the Southern School (Nanzong),,,,,紫陽真人悟真篇註疏,Ziyang zhenren Wuzhen pian zhushu ,張伯端,Zhang Boduan,撰,紫陽,平叔,,984-1082,8,Neidan and Yangsheng,The Wuzhen pian and the Southern School (Nanzong),,,,,
DZ0141,紫陽真人悟真篇註疏,翁葆光,,,,注,Neidan and Yangsheng,The Wuzhen pian and the Southern School (Nanzong),,,,,紫陽真人悟真篇註疏,Ziyang zhenren Wuzhen pian zhushu ,翁葆光,Weng Baoguang,注,無名子、象川翁,淵明,,1173,8,Neidan and Yangsheng,The Wuzhen pian and the Southern School (Nanzong),,,,,
DZ0141,紫陽真人悟真篇註疏,陳達靈,,,,傳,Neidan and Yangsheng,The Wuzhen pian and the Southern School (Nanzong),,,,,紫陽真人悟真篇註疏,Ziyang zhenren Wuzhen pian zhushu ,陳達靈,Chen Daling,傳,紫陽翁,,,1174,8,Neidan and Yangsheng,The Wuzhen pian and the Southern School (Nanzong),,,,,
DZ0141,紫陽真人悟真篇註疏,戴起宗,,,,編、注,Neidan and Yangsheng,The Wuzhen pian and the Southern School (Nanzong),,,,,紫陽真人悟真篇註疏,Ziyang zhenren Wuzhen pian zhushu ,戴起宗,Dai Qizong ,編、注,空玄子,同甫,,1337,8,Neidan and Yangsheng,The Wuzhen pian and the Southern School (Nanzong),,,,,
DZ0142,紫陽真人悟真篇三註,陳致虛,,,,撰,Neidan and Yangsheng,The Wuzhen pian and the Southern School (Nanzong),,,,,紫陽真人悟真篇三註,Ziyang zhenren Wuzhen pian sanzhu ,陳致虛,Chen Zhixu,撰,上陽子,觀吾,,b.1290,5,Neidan and Yangsheng,The Wuzhen pian and the Southern School (Nanzong),,,,,
DZ0142,紫陽真人悟真篇三註,陸墅,,,,撰,Neidan and Yangsheng,The Wuzhen pian and the Southern School (Nanzong),,,,,紫陽真人悟真篇三註,Ziyang zhenren Wuzhen pian sanzhu ,陸墅,Lu Shu,撰,,,,fl. thirteenth century?,5,Neidan and Yangsheng,The Wuzhen pian and the Southern School (Nanzong),,,,,
DZ0142,紫陽真人悟真篇三註,薛氏alias薛道光,,,,撰,Neidan and Yangsheng,The Wuzhen pian and the Southern School (Nanzong),,,,,紫陽真人悟真篇三註,Ziyang zhenren Wuzhen pian sanzhu ,薛氏alias薛道光,Xue Daoguang,撰,紫賢、毗陵禪師,道源,,dated 1169,5,Neidan and Yangsheng,The Wuzhen pian and the Southern School (Nanzong),,,,,
DZ0142,紫陽真人悟真篇三註,張士弘,,,,編、刊印,Neidan and Yangsheng,The Wuzhen pian and the Southern School (Nanzong),,,,,紫陽真人悟真篇三註,Ziyang zhenren Wuzhen pian sanzhu ,張士弘,Zhang Shihong,編、刊印,,,,fl. fourteenth century,5,Neidan and Yangsheng,The Wuzhen pian and the Southern School (Nanzong),,,,,
DZ0143,紫陽真人悟真直指詳說三乘祕要,,,,,,Neidan and Yangsheng,The Wuzhen pian and the Southern School (Nanzong),,,,,紫陽真人悟真直指詳說三乘祕要,Ziyang zhenren Wuzhen zhizhi xiangshuo sancheng biyao ,,,,,,,,1,Neidan and Yangsheng,The Wuzhen pian and the Southern School (Nanzong),,,,,
DZ0144,紫陽真人悟真篇拾遺,張伯端,,,,撰,Neidan and Yangsheng,The Wuzhen pian and the Southern School (Nanzong),,,,,紫陽真人悟真篇拾遺,Ziyang zhenren Wuzhen pian shiyi ,張伯端,Zhang Boduan,撰,紫陽,平叔,,984-1082,1,Neidan and Yangsheng,The Wuzhen pian and the Southern School (Nanzong),,,,,
DZ0145,悟真篇註釋,張伯端,,,,撰,Neidan and Yangsheng,The Wuzhen pian and the Southern School (Nanzong),,,,,悟真篇註釋,Wuzhen pian zhushi,張伯端,Zhang Boduan,撰,紫陽,平叔,,984-1082,3,Neidan and Yangsheng,The Wuzhen pian and the Southern School (Nanzong),,,,,
DZ0145,悟真篇註釋,翁葆光,,,,注,Neidan and Yangsheng,The Wuzhen pian and the Southern School (Nanzong),,,,,悟真篇註釋,Wuzhen pian zhushi,翁葆光,Weng Baoguang,注,無名子、象川翁,淵明,,fl. 1173,3,Neidan and Yangsheng,The Wuzhen pian and the Southern School (Nanzong),,,,,
DZ0146,紫陽真人悟真篇講義,張伯端,,,,撰,Neidan and Yangsheng,The Wuzhen pian and the Southern School (Nanzong),,,,,紫陽真人悟真篇講義,Ziyang zhenren Wuzhen pian jiangyi,張伯端,Zhang Boduan,撰,紫陽,平叔,,984-1082,7,Neidan and Yangsheng,The Wuzhen pian and the Southern School (Nanzong),,,,,
DZ0146,紫陽真人悟真篇講義,夏元鼎,,,,注,Neidan and Yangsheng,The Wuzhen pian and the Southern School (Nanzong),,,,,紫陽真人悟真篇講義,Ziyang zhenren Wuzhen pian jiangyi,夏元鼎,Xia Yuanding,注,雲峰散人,宗瑀,,ca 1226,7,Neidan and Yangsheng,The Wuzhen pian and the Southern School (Nanzong),,,,,
DZ0147,靈寶無量度人上品妙經符圖,徽宗,,,,序,Shenxiao Fa and Related Thunder Rites,,,,,,靈寶無量度人上品妙經符圖,Lingbao wuliang duren shangpin miaojing futu ,徽宗,Emperor Huizong of the Song,序,,,,r. 1100-1125,3,Shenxiao Fa and Related Thunder Rites,,,,,,
DZ0148,無量度人上品妙經旁通圖,劉元道,,,,纂,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,,,無量度人上品妙經旁通圖,Wuliang duren shangpin miaojing pangtong tu,劉元道,Liu Yuandao,纂,守一大師,,,,2,Philosophy,"Commentaries on Zhengyi, Shangqing, and Lingbao Scriptures",,,,,
DZ0149,修真太極混元圖,蕭道存,,,,撰,Neidan and Yangsheng,The Zhong-Lü Tradition,,Northern Song,960,1127,修真太極混元圖,Xiuzhen taiji hunyuan tu,蕭道存,Xiao Daocun,撰,混一子,,,,1,Neidan and Yangsheng,The Zhong-Lü Tradition,,,,,
DZ0150,修真太極混元指玄圖,,,,,,Neidan and Yangsheng,The Zhong-Lü Tradition,,Song ,960,1279,修真太極混元指玄圖,Xiuzhen taiji hunyuan zhixuan tu ,,,,,,,,1,Neidan and Yangsheng,The Zhong-Lü Tradition,,,,,
