docclass,title,author,geo,geo_latitude,geo_longitude,docclass,doc_category_l1,doc_category_l2,doc_category_l3,time_dynasty,date_not_before,date_not_after,metadata/title.hanzi,metadata/title.hanyupinyin,metadata/Name,metadata/Name.Hanyupinyin,metadata/Function,metadata/styles.hao,metadata/CourtesyName.zi,metadata/PosthumousTitle.shi,metadata/AuthorDates,metadata/TotalJuan,metadata/Genre1,metadata/Genre2,metadata/Genre3,metadata/Place,metadata/GISCode,,metadata/Notes
DZ1412,太上元始天尊說北帝伏魔神咒妙經,歐陽雯,,,,纂,The Beidi and Xuantian Shangdi Cult,,,Song,960,1279,太上元始天尊說北帝伏魔神咒妙經,Taishang yuanshi tianzun shuo beidi fumo shenzhou miaojing ,歐陽雯,Ou Yangwen ,纂,,,,,10,The Beidi and Xuantian Shangdi Cult,,,,,,
DZ1413,北帝伏魔經法建壇儀,盧中苓,,,,撰,The Beidi and Xuantian Shangdi Cult,,,Ming,1368,1644,北帝伏魔經法建壇儀,Beidi fumo jing fa jiantan yi ,盧中苓,Lu Zhongling ,撰,,,,,1,The Beidi and Xuantian Shangdi Cult,,,,,,
DZ1414,伏魔經壇謝恩醮儀,,,,,,The Beidi and Xuantian Shangdi Cult,,,Ming,1368,1644,伏魔經壇謝恩醮儀,Fumo jing tan xieen jiaoyi ,,,,,,,,1,The Beidi and Xuantian Shangdi Cult,,,,,,
DZ1415,北帝說豁落七元經,,,,,,The Beidi and Xuantian Shangdi Cult,,,,,,北帝說豁落七元經,Beidi shuo huoluo qiyuan jing ,,,,,,,,1,The Beidi and Xuantian Shangdi Cult,,,,,,
DZ1416,七元真訣語驅疫祕經,,,,,,The Beidi and Xuantian Shangdi Cult,,,,,,七元真訣語驅疫祕經,Qiyuan zhen jueyu quyi bijing ,,,,,,,,1,The Beidi and Xuantian Shangdi Cult,,,,,,
DZ1417,七元璇璣召魔品經,,,,,,The Beidi and Xuantian Shangdi Cult,,,,,,七元璇璣召魔品經,Qiyuan xuanji zhaomo pinjing ,,,,,,,,1,The Beidi and Xuantian Shangdi Cult,,,,,,
DZ1418,元始說度豐都經,,,,,,The Beidi and Xuantian Shangdi Cult,,,,,,元始說度豐都經,Yuanshi shuo du Fengdu jing ,,,,,,,,1,The Beidi and Xuantian Shangdi Cult,,,,,,
DZ1419,七元召魔伏六天神咒經,,,,,,The Beidi and Xuantian Shangdi Cult,,,,,,七元召魔伏六天神咒經,Qiyuan zhaomo fu liutian shenzhou jing ,,,,,,,,1,The Beidi and Xuantian Shangdi Cult,,,,,,
DZ1420,七元真人說神真靈符經,,,,,,The Beidi and Xuantian Shangdi Cult,,,,,,七元真人說神真靈符經,Qiyuan zhenren shuo shenzhen lingfu jing ,,,,,,,,1,The Beidi and Xuantian Shangdi Cult,,,,,,
DZ1421,太上紫微中天七元真經,,,,,,The Beidi and Xuantian Shangdi Cult,,,,,,太上紫微中天七元真經,Taishang ziwei zhongtian qiyuan zhenjing ,,,,,,,,1,The Beidi and Xuantian Shangdi Cult,,,,,,
DZ1422,枕中經,,,,,,The Taixuan Division,,,Tang,618,907,枕中經,Zhenzhong jing ,,,,,,,,1,The Taixuan Division,,,,,,
DZ1423,太清元道真經,,,,,,Yangsheng,Respiratory Techniques,,Ninth century,801,900,太清元道真經,Taiqing yuandao zhenjing ,,,,,,,,3,Yangsheng,Respiratory Techniques,,,,,
DZ1424,太上老君太素經,,,,,,Other Popular Cults,Popular Rites,,,,,太上老君太素經,Taishang laojun taisu jing ,,,,,,,,1,Other Popular Cults,Popular Rites,,,,,
DZ1425,靈信經旨,,,,,,Divination and Numerology,,,Song,960,1279,靈信經旨,Lingxin jingzhi ,,,,,,,,1,Divination and Numerology,,,,,,
DZ1426,唐太古妙應孫真人福壽論,孫思邈,,,,撰,Philosophy,Treatises and Essays,,,,,唐太古妙應孫真人福壽論,Tang taigu miaoying Sun zhenren fushou lun ,孫思邈,Sun Simo,撰,,,,581-682,1,Philosophy,Treatises and Essays,,,,,
DZ1427,太清道林攝生論,,,,,,Yangsheng,Miscellaneous Practices,,Tang,618,907,太清道林攝生論,Taiqing Daolin shesheng lun ,,,,,,,,1,Yangsheng,Miscellaneous Practices,,,,,
DZ1428,侍帝晨東華上佐司命楊君傳記,,,,,,Shangqing,Scriptures,,Song,960,1279,侍帝晨東華上佐司命楊君傳記,Shi dichen Donghua shangzuo siming Yangjun zhuanji ,,,,,,,,1,Shangqing,Scriptures,,,,,
DZ1429,長春真人西遊記,李志常,,,,撰,The Quanzhen Order,Hapiography and Biography,,,,,長春真人西遊記,Changchun zhenren xiyou ji ,李志常,Li Zhichang ,撰,真常子、通玄大師,浩然,,1193-1256,2,The Quanzhen Order,Hapiography and Biography,,,,,
DZ1429,長春真人西遊記,孫錫,,,,序,The Quanzhen Order,Hapiography and Biography,,,1228,,長春真人西遊記,Changchun zhenren xiyou ji ,孫錫,Sun Xi,序,,,,,2,The Quanzhen Order,Hapiography and Biography,,,,,
DZ1430,道藏闕經目錄,,,,,纂,Tables of Contents,,,Fifteenth century,1401,1500,道藏闕經目錄,Daozang quejing mulu ,,the editors of the Da Ming Daozang jing,纂,,,,,2,Tables of Contents,,,,,,
DZ1431,大明道藏經目錄，續道藏經目錄,,,,,,Tables of Contents,,,,,,大明道藏經目錄，續道藏經目錄,"Da Ming Daozang jing mulu, Xu Daozang jing mulu",,,,,,,,4,Tables of Contents,,,,,,
DZ1432,太上中道妙法蓮華經,,,,,,Other Popular Cults,Popular Rites,,,,,太上中道妙法蓮華經,Taishang zhongdao miaofa lianhua jing ,,,,,,,,10,Other Popular Cults,Popular Rites,,,,,
DZ1433,太上元始天尊說寶月光皇后聖母天尊孔雀明王經,,,,,,Other Popular Cults,The Cult of the Northern Dipper,,,,,太上元始天尊說寶月光皇后聖母天尊孔雀明王經,Taishang yuanshi tianzun shuo Bao yueguang huanghou shengmu tianzun kongque mingwang jing ,,,,,,,,1,Other Popular Cults,The Cult of the Northern Dipper,,,,,
DZ1434,聖母孔雀明王尊經啟白儀,,,,,,Other Popular Cults,The Cult of the Northern Dipper,,,,,聖母孔雀明王尊經啟白儀,Shengmu kongque mingwang zunjing qibo yi,,,,,,,,1,Other Popular Cults,The Cult of the Northern Dipper,,,,,
DZ1435,太上元始天尊說孔雀經白文,,,,,,Other Popular Cults,The Cult of the Northern Dipper,,,,,太上元始天尊說孔雀經白文,Taishang yuanshi tianzun shuo kongque jing bowen ,,,,,,,,1,Other Popular Cults,The Cult of the Northern Dipper,,,,,
DZ1436,上清元始變化寶真上經,,,,,,Shangqing,Canonical Shangqing Scriptures,,Six Dynasties,220,589,上清元始變化寶真上經,Shangqing yuanshi bianhua baozhen shangjing ,,,,,,,,1,Shangqing,Canonical Shangqing Scriptures,,,,DZTK 178: duplicate of dz 1393,
DZ1437,太上老君開天經,張泮,,,,撰,Sacred History and Geography ,Cosmogony and the Pantheon,,Six Dynasties,220,589,太上老君開天經,Taishang laojun kaitian jing,張泮,Zhang Pan,撰,,,,,1,Sacred History and Geography ,Cosmogony and the Pantheon,,,,DZTK：Attributed to 張泮.,
DZ1438,太上老君虛無自然本起經,,,,,,Lingbao,Scriptures,Medium-Length Scriptures,Tang,618,907,太上老君虛無自然本起經,Taishang laojun xuwu ziran benqi jing ,,,,,,,,1,Lingbao,Scriptures,Medium-Length Scriptures,,,,
DZ1439,洞玄靈寶玉京山步虛經,葛巢甫,句容,"31,9453","119,1717",,Lingbao Canon,Canonical Lingbao Scriptures,,,395,405,洞玄靈寶玉京山步虛經,Dongxuan lingbao yujing shan buxu jing,葛巢甫,Ge Chaofu,,,,,402,1,Lingbao Canon,Canonical Lingbao Scriptures,,句容,PL000000011098,MSB Daterange,
DZ1440,皇經集註（高上玉皇本行集經註）,周玄貞,,,,纂,The Qingwei School,,,,1585,,皇經集註（高上玉皇本行集經註）,Huangjing jizhu (Gaoshang yuhuang benxing jijing zhu) ,周玄貞,Zhou Xuanzhen,纂,,,,,10,The Qingwei School,,,,,,
DZ1441,元始天尊說東嶽化身濟生度死拔罪解冤保命玄範誥咒妙經,,,,,,Other Popular Cults,Scriptures of Popular Cults,,,,,元始天尊說東嶽化身濟生度死拔罪解冤保命玄範誥咒妙經,Yuanshi tianzun shuo dongyue huashen jisheng dusi bazui jieyuan baoming xuanfan gaozhou miaojing ,,,,,,,,1,Other Popular Cults,Scriptures of Popular Cults,,,,,
DZ1442,太上三元賜福赦罪解厄消災延生保命妙經,,,,,,Other Popular Cults,Scriptures of Popular Cults,,Southern Song,1127,1279,太上三元賜福赦罪解厄消災延生保命妙經,Taishang sanyuan cifu shezui jie'e xiaozai yansheng baoming miaojing ,,,,,,,,1,Other Popular Cults,Scriptures of Popular Cults,,,,,
DZ1443,太上元陽上帝無始天尊說火車王靈官真經,,,,,,Other Popular Cults,Scriptures of Popular Cults,,Ming ,1368,1644,太上元陽上帝無始天尊說火車王靈官真經,Taishang yuanyang shangdi wushi tianzun shuo huoche Wang lingguan zhenjing,,,,,,,,1,Other Popular Cults,Scriptures of Popular Cults,,,,,
DZ1444,元始天尊說藥王救八十一難真經,,,,,,Other Popular Cults,Scriptures of Popular Cults,,,,,元始天尊說藥王救八十一難真經,Yuanshi tianzun shuo yaowang jiu bashiyi nan zhenjing ,,,,,,,,1,Other Popular Cults,Scriptures of Popular Cults,,,,,
DZ1445,碧霞元君護國庇民普濟保生妙經,,,,,,Other Popular Cults,Scriptures of Popular Cults,,,,,碧霞元君護國庇民普濟保生妙經,Bixia yuanjun huguo bimin puji baosheng miaojing ,,,,,,,,1,Other Popular Cults,Scriptures of Popular Cults,,,,,
DZ1446,太上大聖朗靈上將護國妙經,,,,,,Other Popular Cults,Scriptures of Popular Cults,,,,,太上大聖朗靈上將護國妙經,Taishang dasheng langling shangjiang huguo miaojing ,,,,,,,,1,Other Popular Cults,Scriptures of Popular Cults,,,,,
DZ1447,太上老君說城隍感應消災集福妙經（護國保寧佑聖王威靈公感應城隍經）,,,,,,Other Popular Cults,Scriptures of Popular Cults,,,,,太上老君說城隍感應消災集福妙經（護國保寧佑聖王威靈公感應城隍經）,Taishang laojun shuo chenghuang ganying xiaozai jifu miaojing (Huguo baoning yousheng wang weiling gong ganying chenghuang jing) ,,,,,,,,1,Other Popular Cults,Scriptures of Popular Cults,,,,,
DZ1448,太上洞玄靈寶五顯觀華光本行妙經,,,,,,Other Popular Cults,Scriptures of Popular Cults,,,,,太上洞玄靈寶五顯觀華光本行妙經,Taishang dongxuan lingbao Wuxian guan Huaguang benxing miaojing ,,,,,,,,1,Other Popular Cults,Scriptures of Popular Cults,,,,,
DZ1449,太上說通真高皇解冤經,,,,,,Lingbao,Scriptures,Short Doctrinal and Prophylactic Texts,Tang,618,907,太上說通真高皇解冤經,Taishang shuo tongzhen gaohuang jieyuan jing ,,,,,,,,1,Lingbao,Scriptures,Short Doctrinal and Prophylactic Texts,,,,
DZ1450,中天紫微星真寶懺,,,,,,Zhengyi,Scriptures,,,,,中天紫微星真寶懺,Zhongtian ziwei xingzhen baochan ,,,,,,,,1,Zhengyi,Scriptures,,,,,
DZ1451,紫皇鍊度玄科,,,,,,The Qingwei School ,,,,,,紫皇鍊度玄科,Zihuang liandu xuanke ,,,,,,,,1,The Qingwei School ,,,,,,
DZ1452,先天斗母奏告玄科,,,,,,Other Popular Cults,The Cult of the Northern Dipper,,,,,先天斗母奏告玄科,Xiantian doumu zougao xuanke ,,,,,,,,1,Other Popular Cults,The Cult of the Northern Dipper,,,,,
DZ1453,朝真發願懺悔文,,,,,,Lingbao,Rituals,,,,,朝真發願懺悔文,Chaozhen fayuan chanhui wen ,,,,,,,,1,Lingbao,Rituals,,,,,
DZ1454,靈寶施食法,,,,,,Lingbao,Rituals,,Thirteenth century or later,1201,1300,靈寶施食法,Lingbao shishi fa ,,,,,,,,1,Lingbao,Rituals,,,,,
DZ1455,太微帝君二十四神回元經,,,,,,Dongzhen Division,Scriptures ,,Tang,618,907,太微帝君二十四神回元經,Taiwei dijun ershisi shen huiyuan jing ,,,,,,,,1,Dongzhen Division,Scriptures ,,,,,
DZ1456,北斗九皇隱諱經,,,,,,Lingbao,Scriptures,Short Doctrinal and Prophylactic Texts,Tang,618,907,北斗九皇隱諱經,Beidou jiuhuang yinhui jing ,,,,,,,,1,Lingbao,Scriptures,Short Doctrinal and Prophylactic Texts,,,,
DZ1457,高上玉宸憂樂章,楊羲,句容,"31,9453","119,1717",,Shangqing,Canonical Shangqing Scriptures,,Eastern Jin ,363,370,高上玉宸憂樂章,Gaoshang yuchen youle zhang,楊羲,Yang Xi,,,羲和,,330-386,1,Shangqing,Canonical Shangqing Scriptures,,句容,PL000000011098,DZTK: 168: these pages are an excerpt of DZ 1372.,
DZ1458,太上洞真徊玄章,,,,,,Dongzhen Division,"Manuals, Anthologies, and Encyclopedias",Liturgy,Tang,618,907,太上洞真徊玄章,Taishang dongzhen huixuan zhang ,,,,,,,,1,Dongzhen Division,"Manuals, Anthologies, and Encyclopedias",Liturgy,,,,
DZ1459,上清金章十二篇,,,,,,Dongzhen Division,"Manuals, Anthologies, and Encyclopedias",Liturgy,Tang,618,907,上清金章十二篇,Shangqing jinzhang shier pian ,,,,,,,,1,Dongzhen Division,"Manuals, Anthologies, and Encyclopedias",Liturgy,,,,
DZ1460,太上洞玄濟眾經,,,,,,Lingbao,Scriptures,Short Doctrinal and Prophylactic Texts,Tang,618,907,太上洞玄濟眾經,Taishang dongxuan jizhong jing ,,,,,,,,1,Lingbao,Scriptures,Short Doctrinal and Prophylactic Texts,,,,
DZ1461,大洞經吉祥神咒法,,,,,,Other Popular Cults,Popular Rites,,,,,大洞經吉祥神咒法,Dadong jing jixiang shenzhou fa ,,,,,,,,1,Other Popular Cults,Popular Rites,,,,,
DZ1462,皇明恩命世錄,,,,,,Sacred History and Geography,Sacred Histories and Records,,,1567,1607,皇明恩命世錄,Huang Ming enming shilu ,,,,,,,,9,Sacred History and Geography,Sacred Histories and Records,,,,,
DZ1463,漢天師世家,張國祥,,,,編,Sacred History and Geography,Hagiographies,,,1607,,漢天師世家,Han tianshi shijia ,張國祥,Zhang Guoxiang ,編,,,,,4,Sacred History and Geography,Hagiographies,,,,,
DZ1464,弘道錄,邵經邦,,,,撰,Philosophy,Treatises and Essays,,,,,弘道錄,Hongdao lu ,邵經邦,Shao Jingbang,撰,,,,1491- 1565,56,Philosophy,Treatises and Essays,,,,,
DZ1465,消搖墟經,洪應明,,,,撰,Sacred History and Geography,Hagiographies,,,1600,,消搖墟經,Xiaoyao xu jing ,洪應明,Hong Yingming ,撰,,自誠,,,2,Sacred History and Geography,Hagiographies,,,,,
DZ1466,長生詮經,,,,,,Sacred History and Geography,Hagiographies,,,,,長生詮經,Changsheng quanjing ,,,,,,,,1,Sacred History and Geography,Hagiographies,,,,,
DZ1467,無生訣經,,,,,,Sacred History and Geography,Hagiographies,,,,,無生訣經,Wusheng juejing ,,,,,,,,1,Sacred History and Geography,Hagiographies,,,,,
DZ1468,徐仙翰藻,,,,,,The Hongen Lingji Zhenjun Cult,,,,,,徐仙翰藻,Xuxian hanzao ,,,,,,,,14,The Hongen Lingji Zhenjun Cult,,,,,,
DZ1469,贊靈集,,,,,,The Hongen Lingji Zhenjun Cult,,,Ming,1368,1644,贊靈集,Zanling ji ,,,,,,,,4,The Hongen Lingji Zhenjun Cult,,,,,,
DZ1470,徐仙真錄,黃恒,,,,纂,The Hongen Lingji Zhenjun Cult,,,,,,徐仙真錄,Xuxian zhenlu ,黃恒,Huang Heng ,纂,林丘散人,,,1424,4,The Hongen Lingji Zhenjun Cult,,,,,,
DZ1470,徐仙真錄,孫景康,,,,刊印,The Hongen Lingji Zhenjun Cult,,,,,,徐仙真錄,Xuxian zhenlu ,孫景康,Sun Jingkang,刊印,,,,1443,4,The Hongen Lingji Zhenjun Cult,,,,,,
DZ1471,儒門崇理折衷堪輿完孝錄,,,,,,Divination and Numerology,,,,1583,1607,儒門崇理折衷堪輿完孝錄,Rumen chongli zhezhong kanyu wanxiao lu ,,,,,,,,8,Divination and Numerology,,,,,,
DZ1472,岱史,查志隆,,,,撰,Sacred History and Geography,Mountain and Temple Monographs,,,1586,,岱史,Daishi ,查志隆,Cha Zhilong ,撰,紹庭/庭,鳴治,,1558,18,Sacred History and Geography,Mountain and Temple Monographs,,,,,
DZ1473,易因上下經（李氏易因）,李贄,,,,撰,Divination and Numerology,,,,,,易因上下經（李氏易因）,Yiyin shangxia jing,李贄,Li Zhi,撰,,,,1527-1602,6,Divination and Numerology,,,,,,
DZ1474,古易考原,,,,,,Divination and Numerology,,,Early sixteenth century,1501,1550,古易考原,Guyi kaoyuan ,,,,,,,,3,Divination and Numerology,,,,,,
DZ1475,易林上下經（焦氏易林）,焦贛,,,,撰,Divination,-,,,50,100,易林上下經（焦氏易林）,Yilin shangxia jing,焦贛,Jiao Gan,撰,,,,,10,Divination,-,,,,DZTK 80,
DZ1475,易林上下經（焦氏易林）,王俞,,,,序,Divination,-,,,846,,易林上下經（焦氏易林）,Yilin shangxia jing,王俞,Wang Yu,序,,,,846,10,Divination,-,,,,,
DZ1476,搜神記,,,,,,Sacred History and Geography,Hagiographies,,,,,搜神記,Soushen ji ,,,,,,,,6,Sacred History and Geography,Hagiographies,,,,,
DZ1477,太初元氣接要保生之論,,,,,,Divination and Numerology,,,,,,太初元氣接要保生之論,Taichu yuanqi jieyao baosheng zhi lun ,,,,,,,,1,Divination and Numerology,,,,,,
DZ1478,化書（譚子化書）,覃峭,,,,撰,Philosophy,Tang Philosophical Texts (General) ,,,,,化書（譚子化書）,Huashu ,覃峭,Tan Qiao ,撰,,景昇,,fl. ca. 880-950,6,Philosophy,Tang Philosophical Texts (General) ,,,,,
DZ1479,水鏡錄,,,,,,Philosophy,Treatises and Essays,,Ming,1368,1644,水鏡錄,Shuijing lu ,,,,,,,,1,Philosophy,Treatises and Essays,,,,,
DZ1480,許真君玉匣記,,,,,,Divination and Numerology,,,,1433,,許真君玉匣記,Xu zhenjun yuxia ji ,,,,,,,,1,Divination and Numerology,,,,,,
DZ1481,法師選擇記,,,,,,Divination and Numerology,,,,1488,,法師選擇記,Fashi xuanze ji ,,,,,,,,1,Divination and Numerology,,,,,,
DZ1482,玄天上帝百字聖號（玄帝感應靈籤）,,,,,,The Beidi and Xuantian Shangdi Cult,,,,,,玄天上帝百字聖號（玄帝感應靈籤）,Xuantian shangdi baizi shenghao,,,,,,,,1,The Beidi and Xuantian Shangdi Cult,,,,,,
DZ1483,天皇至道太清玉冊,朱權alias 南極沖虛妙道真君,,,,撰,Handbooks and Anthologies,,,,1444,,天皇至道太清玉冊,Tianhuang zhidao taiqing yuce ,朱權alias 南極沖虛妙道真君,Zhu Quan,撰,臞仙、遐齡老人,,,1378-1448,8,Handbooks and Anthologies,,,,,,
DZ1484,呂祖志,,,,,,Collectanea,Collected Works,,,,,呂祖志,Lüzu zhi ,,,,,,,,6,Collectanea,Collected Works,,,,,
DZ1485,紫微斗數,,,,,,Divination and Numerology,,,,,,紫微斗數,Ziwei doushu ,,,,,,,,3,Divination and Numerology,,,,,,
DZ1486,老子翼,焦竤,,,,撰,Philosophy,Commentaries on Ancient Philosophers,The Daodejing,,,,老子翼,Laozi yi ,焦竤,Jiao Hong,撰,澹園,弱侯,,1541-1620,6,Philosophy,Commentaries on Ancient Philosophers,The Daodejing,,,,
DZ1487,莊子翼,焦竤,,,,撰,Philosophy,Commentaries on Ancient Philosophers,The Zhuangzi,,1588,,莊子翼,Zhuangzi yi ,焦竤,Jiao Hong,撰,澹園,弱侯,,1541-1620,8,Philosophy,Commentaries on Ancient Philosophers,The Zhuangzi,,,,
DZXXX1,神仙傳,葛洪,句容,"31,9453","119,1717",撰,Sacred History and Geography ,Mythology and Hagiography,,,,,神仙傳,Shenxian zhuan,葛洪,Ge Hong,撰,抱朴,稚川,,283-343,10,Sacred History and Geography ,Mythology and Hagiography,,句容,PL000000011098,,
"P.,S., and DX fragments",太上洞玄靈寶昇玄內教經,,,,,,Other Revealed Scriptures,,,,,,太上洞玄靈寶昇玄內教經,Taishang dongxuan lingbao shengxuan neijiao jing,,,,,,,,10,Other Revealed Scriptures,,,,,,
Pelliot 2356,太上太極太虛上真人演太上靈寶威儀洞玄真一自然經訣,,,,,,Lingbao,The Canonical Lingbao Scriptures,,Six Dynasties,220,589,太上太極太虛上真人演太上靈寶威儀洞玄真一自然經訣,Taishang taiji taixu shang zhenren yan taishang Lingbao weiyi dongxuan zhenyi ziran jingjue,,,,,,,,,Lingbao,The Canonical Lingbao Scriptures,,,,,
Pelliot 2403,太上太極太虛上真人演太上靈寶威儀洞玄真一自然經訣,,,,,,Lingbao,The Canonical Lingbao Scriptures,,,,,太上太極太虛上真人演太上靈寶威儀洞玄真一自然經訣,Taishang taiji taixu shang zhenren yan taishang Lingbao weiyi dongxuan zhenyi ziran jingjue,,,,,,,,,Lingbao,The Canonical Lingbao Scriptures,,,,,
Pelliot 2452,太上太極太虛上真人演太上靈寶威儀洞玄真一自然經訣,,,,,,Lingbao,The Canonical Lingbao Scriptures,,,,,太上太極太虛上真人演太上靈寶威儀洞玄真一自然經訣,Taishang taiji taixu shang zhenren yan taishang Lingbao weiyi dongxuan zhenyi ziran jingjue,,,,,,,,,Lingbao,The Canonical Lingbao Scriptures,,,,,
Pelliot 2559、Stein 3750,授受三皇法,,,,,,Texts of the Dongshen Division,,,Sixth century,,,授受三皇法,Shoushou sanhuang fa,,,,,,,,,Texts of the Dongshen Division,,,,,,
Pelliot2399,太上洞玄靈寶空洞靈章,葛巢甫,句容,"31,9453","119,1717",,Lingbao Canon,Canonical Lingbao Scriptures,,Six Dynasties ,220,589,太上洞玄靈寶空洞靈章,Taishang dongxuan lingbao kongdong lingzhang,葛巢甫,Ge Chaofu,,,,,402,1,Lingbao Canon,Canonical Lingbao Scriptures,,句容,PL000000011098,,
Stein6825,老子想爾注,張道陵,,,,,Philosophy,Commentaries,,Later Han,25,220,老子想爾注,Lanzi Xiang'er zhu,張道陵,Zhang Daoling,,,,,,2,Philosophy,Commentaries,,,,Pregadio 2008,
,,樓昉,興化,"25,5955","118,8346",序,,,,,1226,,,,樓昉,Lou Fang,序,,,,,,,,,興化,PL000000017624,,
,,王九萬,,,,後記,,,,,1227,,,,王九萬,Wang Jiuwan,後記,,,,,,,,,,,,
